Genre,Lyrics,SongInfo
Pop," Oh baby, baby How was I supposed to know That somethin wasnt right?  Oh baby, baby I shouldnt have let you go And now youre outta sight  Show me how you want it to be Tell me baby cause I need to know now Oh because  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  Oh baby, baby The reason I breathe is you Now, boy you got me blinded  I bet you baby Theres nothing that I would not do, no Its not the way I planned it  Show me how you want it to be Tell me baby cause I need to know now Oh because  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  Oh baby baby, oh baby baby Oh baby, baby How was I supposed to know Oh baby, baby I shouldnt have let you go  I must confess that my lonliness is killing me now Dont you know I still believe? That you will be here and give me a sign Hit me baby one more time  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  I must confess that my lonliness is killing me now Dont you know I still believe? That you will be here and give me a sign Hit me baby one more time ",BRITNEY SPEARS - ...BABY ONE MORE TIME LYRICS
Pop," Is this the real life? Is this just fantasy? Caught in a landslide No escape from reality  Open your eyes Look up to the skies and see Im just a poor boy I need no sympathy  Because Im easy come, easy go Little high, little low Any way the wind blows Doesnt really matter to me, to me  Mama, just killed a man Put a gun against his head Pulled my trigger, now hes dead Mama, life had just begun But now Ive gone and thrown it all away  Mama, ooh Didnt mean to make you cry If Im not back again this time tomorrow Carry on, carry on as if nothing really matters  Too late, my time has come Sends shivers down my spine Bodys aching all the time  Goodbye everybody Ive got to go Gotta leave you all behind And face the truth  Mama, ooh (Any way the wind blows) I dont want to die I sometimes wish Id never been born at all  I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango? Thunderbolt and lightning, very very frightening me (Galileo, Galileo, Galileo, Galileo, Galileo, Figaro) Magnifico  Im just a poor boy, nobody loves me Hes just a poor boy from a poor family Spare him his life from this monstrosity  Easy come, easy go, will you let me go? Bismillah! No, we will not let you go! (Let him go!) Bismillah! We will not let you go! (Let him go!) Bismillah! We will not let you go! (Let me go!) Will not let you go! (Let me go!) (Never never never never let me go!) Will not let you go!  No, no, no, no, no, no, no Oh mama mia, mama mia Mama mia, let me go Beelzebub has a devil put aside For me, for me, for me  So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, cant do this to me, baby Just gotta get out, just gotta get right outta here  Nothing really matters Anyone can see Nothing really matters Nothing really matters to me Any way the wind blows ",QUEEN - BOHEMIAN RHAPSODY LYRICS
Pop," Pretty woman, walkin down the street Pretty woman, the kind Id like to meet Pretty woman I dont believe you Youre not the truth No one can look as good as you Mercy  Pretty woman, oh wont you pardon me Pretty woman, I couldnt help but see Pretty woman You look lovely as can be Are you lonely just like me  Pretty woman stop a while Pretty woman talk a while Pretty woman give your smile to me  Pretty woman, yeah yeah yeah Pretty woman walk my way Pretty woman say youll stay, with me  Cuz I need you, Ill treat you right Come to me baby, be mine tonight  Pretty woman, dont walk on by Pretty woman, dont make me cry Pretty woman Dont walk away hey, okay If thats the way it must be okay  I guess Ill go on home its late Maybe tomorrow night but wait What do I see  Is she walking back to me? Yeah, shes walking back to me Oh, pretty woman ","ROY ORBISON - OH, PRETTY WOMAN LYRICS"
Pop," Its a little bit funny this feeling inside But Im, Im not one of those who can easily hide I, I dont have much money but boy if I did Id buy a big house where we both could live  If I was a sculptor but, but then again, no Or a man who makes potions in a traveling shows I know its not much but its the best I can do My gift is my song and this ones for you  And you can tell everybody this is your song It may be quite simple but now that its done I hope you dont mind, I hope you dont mind That I put down in words How wonderful life is while youre in the world  I sat on the roof and kicked off the moss Well a few of the verses, well, theyve got me quite cross But the suns been kind while I wrote this song Its for people like you that keep it turned on  So excuse me forgetting but these things I do You see Ive forgotten if theyre green or theyre blue Anyway the thing is what I really mean Yours are the sweetest eyes Ive ever seen  So you can tell everybody this is your song It may be quite simple but now that its done I hope you dont mind, I hope you dont mind That I put down in words How wonderful life is while youre in the world  I hope you dont mind, I hope you dont mind That I put down in words How wonderful life is while youre in the world ",ELTON JOHN - YOUR SONG LYRICS
Pop," Mother, mother Theres too many of you crying Brother, brother, brother Theres far too many of you dying You know weve got to find a way To bring some lovin here today, yeah  Father, father We dont need to escalate You see, war is not the answer For only love can conquer hate You know weve got to find a way To bring some lovin here today  Picket lines and picket signs Dont punish me with brutality Talk to me So you can see Oh, whats going on Whats going Whats going on Whats going on  Right on, baby Right on Right on  Mother, mother Everybody thinks were wrong Oh, but who are they to judge us Simply because our hair is long Oh, you know weve got to find a way To bring some understanding here today  Picket lines and picket signs Dont punish me with brutality Come on talk to me So you can see Whats going on Whats going on Tell me whats going on Ill tell you ya, whats going on Right on, baby Right on, baby Right on, baby ",MARVIN GAYE - WHAT'S GOING ON LYRICS
Pop," Hey, where did we go Days when the rains came? Down in the hollow Playin a new game  Laughin and a-runnin, hey hey Skippin and a-jumpin In the misty mornin fog With our, our hearts a-thumpin  And you, my brown eyed girl You my brown eyed girl  And whatever happened To Tuesday and so slow Going down the old mine With a transistor radio  Standin in the sunlight laughin Hidin behind a rainbows wall Slippin and a-slidin All along the waterfall  With you, my brown eyed girl You my brown eyed girl  Do you remember when We used to sing? Sha la la, la la, la la, la la, l-la te da Just like that Sha la la, la la, la la, la la, l-la te da La te da  So hard to find my way Now that Im all on my own I saw you just the other day My, how you have grown  Cast my memory back there Lord Sometimes Im overcome thinkin bout it Makin love in the green grass Behind the stadium With you, my brown eyed girl You my brown eyed girl  Do you remember when We used to sing? Sha la la, la la, la la, la la, l-la te da   (Lyin in the green grass!) Sha la la, la la, la la, la la, l-la te da   (Bit by bit by bit by bit by bit by bit) Sha la la, la la, la la, la la, l-la te da   (Sha la la la la, la la la la, la te da, la te da, la te da, da da da) Sha la la, la la, la la, la la, l-la te da ",VAN MORRISON - BROWN EYED GIRL LYRICS
Pop," You have so many relationships in this life  Only one of two will last  Youre going through all this pain and strife  Then you turn your back and theyre gone so fast  And theyre gone so fast  So hold on to the ones that really care  In the end theyll be the only ones there  When you get old and start losing your hair  Can you tell me who will still care  Can you tell me who will still care   Mmm bop, ba duba dop  Ba du bop, ba duba dop  Ba du bop, ba duba dop  Ba du  Mmm bop, ba duba dop  Ba du bop, ba du bop  Ba du bop, ba du bop  Ba du    Plant a seed, plant a flower, plant a rose  You can plant any one of those  Keep planting to find out which one grows  Its a secret no one knows  Its a secret no one knows   Mmm bop, ba duba dop  Ba du bop, ba duba dop  Ba du bop, ba duba dop  Ba du  Mmm bop, ba duba dop  Ba du bop, ba du bop  Ba du bop, ba du bop  Ba du   In an mmm bop theyre gone. In an mmmbop  theyre not there.  In an mmmbop theyre gone. In an mmmbop   theyre not there.  Until you lose your hair. But you dont care.   Mmm bop, ba duba dop  Ba du bop, ba duba dop  Ba du bop, ba duba dop  Ba du  Mmm bop, ba duba dop  Ba du bop, ba du bop  Ba du bop, ba du bop  Ba du   Can you tell me? You say you can but you dont know.  Can you tell me which flowers going to grow?  Can you tell me if its going to be a daisy or a rose?  Can you tell me which flowers going to grow?  Can you tell me? You say you can but you dont know. ",HANSON - MMMBOP LYRICS
Pop, Fleetwood Mac Rumours Go Your Own Way (Lindsey Buckingham)   Loving you  Isnt the right thing to do  How can I ever change things  That I feel   If I could  Maybe Id give you my world  How can I  When you wont take it from me   You can go your own way  Go your own way  You an call it  Another lonely day  You can go your own way  Go your own way   Tell me why  Everything turned around  Packing up  Shacking up is all you wanna do   If I could  Baby Id give you my world  Open up  Everythings waiting for you   You can go your own way  Go your own way  You an call it  Another lonely day  You can go your own way  go your own way ,FLEETWOOD MAC - GO YOUR OWN WAY LYRICS
Pop," In the day we sweat it out in the streets of a runaway American dream  At night we ride through mansions of glory in suicide machines  Sprung from cages out on Highway 9  Chrome wheeled, fuel injected and stepping out over the line  Baby, this town rips the bones from your back  Its a death trap, its a suicide rap  We got to get out while were young  Because tramps like us, baby we were born to run   Wendy let me in, I want to be your friend  I want to guard your dreams and visions  Just wrap your legs around these velvet rims   And strap your hands across my engines  Together we could break this trap  Well run until we drop, baby well never go back  Will you walk with me out on the wire  Because baby, Im just a scared and lonely rider  But I got to find out how it feels  I want to know if love is wild  Girl, I want to know if love is real   Beyond the Palace hemi-powered drones scream down the boulevard  The girls comb their hair in rear-view mirrors  And the boys try to look so hard  The amusement park rises bold and stark  Kids are huddled on the beach in a mist  I want to die with you Wendy on the streets tonight  In an everlasting kiss   The highways jammed with broken heroes on a last chance power drive  Everybodys out on the run tonight but theres no place left to hide  Together Wendy, we can live with the sadness  Ill love you with all the madness in my soul  Someday girl I dont know when were going to get to that place  Where we really want to go and well walk in the sun  But until then tramps like us, baby we were born to run ",BRUCE SPRINGSTEEN - BORN TO RUN LYRICS
Pop," Man its a hot one Like seven inches from the midday sun Well I hear you whisper and the words melt everyone But you stay so cool My mu equita my Spanish Harlem Mona Lisa Youre my reason for reason The step in my groove Yea  And if you say, ""This life aint good enough"" I would give my world to lift you up I could change my life to better suit your mood Cause youre so smooth  And its just like the ocean under the moon Well its the same as the emotion that I get from you You got the kind of lovin that can be so smooth, yeah Gimme your heart, make it real Or else forget about it  Ill tell you one thing If you would leave it would be a crying shame In every breath and every word I hear your name callin me out Out from the barrio you hear my rhythm from your radio You feel the turning of the world so soft and slow Turning you round and round  And if you say, ""This life aint good enough"" I would give my world to lift you up I could change my life to better suit your mood Cause youre so smooth  And its just like the ocean under the moon Well its the same as the emotion that I get from you You got the kind of lovin that can be so smooth, yeah Gimme your heart, make it real Or else forget about it  And just like the ocean under the moon Well its the same as the emotion that I get from you You got the kind of lovin that can be so smooth, yeah Gimme your heart make it real Or else forget about it Yeah  Or else forget about it Or else forget about it Or else forget about it (Gimme your heart make it real) Or else forget about it (yeah) Lets don forget about it (Oh, no, no)    (Oh) Lets don forget about it (Oh, no, no)    (Oh) Lets don forget about it (yeah) (Ahh, Ohh) Lets don forget about it (Yeah, yeah) ",SANTANA - SMOOTH LYRICS
Pop, And Id give up forever to touch you Cause I know that you feel me somehow Youre the closest to heaven that Ill ever be And I dont want to go home right now  And all I can taste is this moment And all I can breathe is your life When sooner or later its over I just dont want to miss you tonight  And I dont want the world to see me Cause I dont think that theyd understand When everythings made to be broken I just want you to know who I am  And you cant fight the tears that aint coming Or the moment of truth in your lies When everything feels like the movies And you bleed just to know youre alive  And I dont want the world to see me Cause I dont think that theyd understand When everythings made to be broken I just want you to know who I am  And I dont want the world to see me Cause I dont think that theyd understand When everythings made to be broken I just want you to know who I am  And I dont want the world to see me Cause I dont think that theyd understand When everythings made to be broken I just want you to know who I am  I just want you to know who I am I just want you to know who I am I just want you to know who I am ,GOO GOO DOLLS - IRIS LYRICS
Pop," A lonely mother gazing out of her window Staring at a son that she just cant touch. If at any time hes in a jam shell be by his side But he doesnt realize he hurts her so much. But all the praying just aint helping at all Cause he cant seem to keep his self out of trouble. So, he goes out and he makes his money the best way he know how Another body laying cold in the gutter. Listen to me.  Dont go chasing waterfalls. Please stick to the rivers and the lakes that youre used to. I know that youre gonna have it your way or nothing at all  But I think youre moving too fast.  Little precious has a natural obsession for temptation But he just cant see. She give him loving that his body cant handle But all he can say is, ""Baby, its good to me."" One day he goes and takes a glimpse in the mirror But he doesnt recognize his own face. His health is fading and he doesnt know why.  Three letters took him to his final resting place. Yall dont hear me.  Dont go chasing waterfalls.  Please stick to the rivers and the lakes that youre used to. I know that youre gonna have it your way or nothing at all But I think youre moving too fast.  Dont go chasing waterfalls. Please stick to the rivers and the lakes that youre used to. I know that youre gonna have it your way or nothing at all But I think youre moving too fast. I seen rainbow yesterday But too many storms have come and gone Leavin a trace of not on God-given ray Is it because my life is ten shades of gray I pray all ten fade away Seldom praise Him for the sunny days And like his promise is true Only my faith can undo The many chances I blew To bring my life to anew Clear blue and unconditional skies Have dried the tears from my eyes No more lonely cries My only bleedin hope Is for the folk who cant cope Wit such an endurin pain That it keeps em in the pourin rain Whos to blame For tootin caine in your own vein What a shame You shoot and aim for someone elses brain  You claim the insane And name this day in time For fallin prey to crime I say the system got you victim to your own mind  Dreams are hopeless aspirations In hopes of comin true Believe in yourself The rest is up to me and you  Dont go chasing waterfalls. Please stick to the rivers and the lakes that youre used to. I know that youre gonna have it your way or nothing at all But I think youre moving too fast. Dont go chasing waterfalls. Please stick to the rivers and the lakes that youre used to. I know that youre gonna have it your way or nothing at all But I think youre moving too fast. ",TLC - WATERFALLS LYRICS
Pop," People try to put us d-down   (Talkin bout my generation) Just because we get around   (Talkin bout my generation) Things they do look awful c-c-cold   (Talkin bout my generation) I hope I die before I get old   (Talkin bout my generation)  My generation This is my generation, baby  Why dont you all f-fade away   (Talkin bout my generation) Dont try to dig what we all s-s-say   (Talkin bout my generation) Im not trying to cause a big s-s-sensation   (Talkin bout my generation) Im just talkin bout my g-g-generation   (Talkin bout my generation)  My generation This is my generation, baby  Why dont you all f-fade away   (Talkin bout my generation) And dont try to d-dig what we all s-s-say   (Talkin bout my generation) Im not trying to cause a b-big s-s-sensation   (Talkin bout my generation) Im just talkin bout my g-g-generation   (Talkin bout my generation)  My generation This is my generation, baby My, my, my, my generation My, my, my, my generation  People try to put us d-down   (Talkin bout my generation) Just because we g-g-get around   (Talkin bout my generation) Things they do look awful c-c-cold   (Talkin bout my generation) Yeah, I hope I die before I get old   (Talkin bout my generation)  My generation This is my generation, baby My, my, my, my generation My, my, my, my generation  Talkin bout my generation   (My generation) Talkin bout my generation   (My generation) Talkin bout my generation   (Is my generation baby) Talkin bout my generation   (This is my generation)  Talkin bout my generation   (This is my generation) Talkin bout my generation   (This is my generation) Talkin bout my generation   (This is my generation) Talkin bout my generation   (This is my generation) ",THE WHO - MY GENERATION LYRICS
Pop," If I should stay,   I would only be in your way.   So Ill go, but I know   Ill think of you evry step of the way.    And I will always love you.   I will always love you.   You, my darling you. Hmm.    Bittersweet memories   that is all Im taking with me.   So, goodbye. Please, dont cry.   We both know Im not what you, you need.    And I will always love you.   I will always love you.    (Instrumental solo)    I hope life treats you kind   And I hope you have all youve dreamed of.   And I wish to you, joy and happiness.   But above all this, I wish you love.    And I will always love you.   I will always love you.   I will always love you.   I will always love you.   I will always love you.   I, I will always love you.    You, darling, I love you.   Ooh, Ill always, Ill always love you. ",WHITNEY HOUSTON - I WILL ALWAYS LOVE YOU LYRICS
Pop," Oh yeah Mmm  Still dont know what I was waiting for And my time was running wild, a million dead-end streets and Every time I thought Id got it made It seemed the taste was not so sweet  So I turned myself to face me But Ive never caught a glimpse Of how the others must see the faker Im much too fast to take that test  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Dont want to be a richer man)  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Just gonna have to be a different man)  Time may change me But I cant trace time  I watch the ripples change their size But never leave the stream of warm impermanence and So the days float through my eyes But still the days seem the same  And these children that you spit on As they try to change their worlds Are immune to your consultations Theyre quite aware of what theyre going through  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Dont tell them to grow up and out of it)  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Wheres your shame, youve left us up to our necks in it)  Time may change me But you cant trace time  Strange fascination, fascinating me Ah changes are taking the pace Im going through  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Oh, look out you rock n rollers)  Ch-ch-changes (Turn and face the strange) Ch-ch-changes (Pretty soon now youre gonna get older)  Time may change me But I cant trace time I said that time may change me But I cant trace time ",DAVID BOWIE - CHANGES LYRICS
Pop," Sitting in the morning sun Ill be sitting when the evening come Watching the ships roll in And Ill watch em roll away again, yeah  Im sitting on the dock of the bay Watching the tide roll away, ooh Im just sitting on the dock of the bay Wasting time  I left my home in Georgia Headed for the Frisco bay I have nothing to live for Look like nothings gonna come my way  So Im just go sit on the dock of the bay Watching the tide roll away Im sitting on the dock of the bay Wasting time  Look like nothings gonna change Everything still remain the same I cant do what ten people tell me to do So I guess, Ill remain the same, yes  Sitting here resting my bones And this loneliness wont leave me alone, yes Two thousand miles I roam Just to make this dock my home  Now Im just go sit at the dock of the bay Watching the tide roll away, ooh Sitting on the dock of the bay Wasting time ",OTIS REDDING - (SITTING ON THE) DOCK OF THE BAY LYRICS
Pop," Army with harmony Dave drop a load on em  OPP how can I explain it Ill take you frame by frame it To have yall jumpin shall we singin it O is for other P is for people scratchin temple The last P, well, thats not that simple Its sorta like another way to call a cat a kitten Its five little letters that are missin here You get on occassion at the other party As a game n it seems I gotta start to explainin  Bust it You ever had a girl and met her on a nice hello You get her name and number and then you feelin real mellow You get home, wait a day, shes what you wanna know about Then you call up and its her girlfriend or her cousins house Its not a front, F to the R to the O to the N to the T Its just her boyfriends at her house (Boy, thats what is scary)  Its OPP, time other peoples what you get it Theres no room for relationship theres just room to hit it How many brothers out there know just what Im gettin at Who thinks its wrong cos Im splittin and co-hittin at Well if you do, thats OPP and youre not down with it But if you dont, heres your membership  You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (Every last homie)  You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (All the homies)  As for the ladies, OPP means something gifted The first two letters are the same But the last is something different Its the longest, loveliest, lean, I call it the leanest Its another five letter word rhymin with cleanest and meanest I wont get into that, Ill do it, ah, sorta properly I say the last P hmm stands for property  Now lady here comes a kiss Blow a kiss back to me, now tell me exactly Have you ever known a brother who have another like ah girl or wife? And you just had to stop and just cos he look just as nice? You looked at him, he looked at you and you knew right away That he had someone but he was gonna be yours anyway? You couldnt be seen with him at all and still you didnt care  Cos in a room behind a door no one but yall are there When yall are finish, yall can leave and only yall would know And then yall could throw the skeleton bone right in the closet door Now dont be shocked cos if youre down I want your hands up high Say ""OPP,"" ""OPP!"" I like to say with pride Now when you do it, do it well and make sure that it counts Youre now down with a discount  You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (Every last lady)  You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (All the ladies)  This girl ah tried to OPP me I had a girl and she knew that matter of fact My girl was partners that had a fall out Disagreement, yeah an argument She tried to do me so we did it in my apartment, bust it That wasnt the thing it must have been the way she hit the ceiling Cos after that she kept on coming back and catchin feelings I said, ""Lets go my girl is coming so you gotta leave"" She said, ""Oh no, I love you Treach"" I said, ""Now child please""  You gots to leave, come grab your coat, right now you gotta go I said, ""Now look you to the stairs and to the stairwindow This was a thing, a little thing, you shouldnt have put your heart Cos you know I was OPP, hell from the very start"" Come on, come on, now let me tell you what its all about  When you get down, you cant go round runnin off at the mouth Thats rule number one in this OPP establishment You keep your mouth shut and it wont get back to her or him Exciting isnt it, a special kinda business Many of you will catch the same sorta OPP is you with Him or her for sure is going to admit it When OPP comes, damn, skippy Im with it  You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (This whole party) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) You down with OPP? (Yeah you know me) Whos down with OPP? (This whole party) Break it down ",NAUGHTY BY NATURE - OPP LYRICS
Pop," An old man turned ninety-eight  He won a lottery and died the next day  Its a black fly in your chardonnay  Its a death row pardon two minutes too late  Isnt it ironic? Dont you think?   Its like rain on your wedding day  Its a free ride when youve already paid  Its the good advice that you just didnt take  Who wouldve thought it figures   Mr. Play It Safe was afraid to fly  He packed his suitcase and kissed his kids good-bye  He waited his whole damn life to take that flight  And as the plane crashed down he thought  Well, isnt this nice? Isnt this ironic? Dont you think?   Its like rain on your wedding day  Its a free ride when youve already paid  Its the good advice that you just didnt take  Who wouldve thought it figures   Well life has a funny way of sneaking up on you  When you think everythings okay and everythings going right  And ya well life has a funny way of helping you out when  You think everythings gone wrong and everything blows up in your face   A traffic jam when youre already late  A no smoking sign on your cigarette break  Its like 10,000 spoons when all you need is a knife  Its meeting the man of my dreams and then meeting his beautiful wife  Isnt it ironic dont you think a little too ironic and yeah I really do think   Its like rain on your wedding day  Its a free ride when youve already paid  Its the good advice that you just didnt take  And who wouldve thought it figures ",ALANIS MORISSETTE - IRONIC LYRICS
Pop," Would you know my name If I saw you in heaven? Would it be the same If I saw you in heaven? I must be strong And carry on Cause I know I dont belong Here in heaven Would you hold my hand If I saw you in heaven? Would you help me stand If I saw you in heaven? Ill find my way Through night and day Cause I know I just cant stay Here in heaven Time can bring you down Time can bend your knees Time can break your heart Have you begging please Begging please Beyond the door Theres peace, Im sure And I know therell be no more Tears in heaven Would you know my name If I saw you in heaven? Would it be the same If I saw you in heaven? I must be strong And carry on Cause I know I dont belong Here in heaven ",ERIC CLAPTON - TEARS IN HEAVEN LYRICS
Pop," I guess I shoulda known By the way you parked your car sideways That it wouldnt last  See youre the kinda person That believes in makin out once Love em and leave em fast  I guess I must be dumb Cuz you had a pocket full of horses Trojan and some of them used  But it was Saturday night I guess that makes it all right And you say what have I got to lose? And honey I say  Little red Corvette, baby, youre much too fast Little red Corvette, you need a love thats gonna last  I guess I shoulda closed my eyes When you drove me to the place Where your horses run free  Cuz I felt a little ill When I saw all the pictures Of the jockeys that were there before me  Believe it or not I started to worry I wondered if I had enough class  But it was Saturday night I guess that makes it all right And you say, ""Baby, have you got enough gas?"" Oh yeah  Little red Corvette, baby, youre much too fast, yes, you are Little red Corvette, you need to find a love thats gonna last, how long? Ooh, ooh, ooh Ooh, ooh, ooh  A body like yours oughta be in jail Cuz its on the verge of bein obscene Move over baby, gimme the keys Im gonna try to tame your little red love machine  Little red Corvette, baby, youre much too fast Little red Corvette, you need to find a love thats gonna last Little red Corvette, honey, you got to slow down (Got to slow down) Little red Corvette, cuz if you dont you gonna run into [Incomprehensible]  Little red Corvette, right down to the ground (Honey you got to slow down) You, you, got to slow down Little red Corvette, youre movin much too fast Too fast, you need to find a love thats gonna last  Girl, you got an ass like I never seen And the ride, I say the ride is so smooth You must be a limousine Baby, youre much too fast  Little red Corvette, you need a love You need a love thats ah, thats gonna last Little red Corvette, you got to slow down (You got to slow down)  Little red Corvette, cuz if you dont, cuz if you dont You gonna run your body right into the ground Right into the ground, right into the ground Right into the ground, little red Corvette ",PRINCE - LITTLE RED CORVETTE LYRICS
Pop," At home, drawing pictures of mountain tops With him on top, lemon yellow sun, arms raised in a V And the dead lay in pools of maroon below  Father didnt give attention, oh And the boy was something that mother wouldnt wear King Jeremy, the wicked, oh, ruled his world  Clearly I remember pickin on the boy, seemed a harmless little fuck Ooh, but we unleashed a lion, yeah Gnashed his teeth and bit the recess ladys breast How could I forget?  And he hit me with a surprise left My jaw left hurtin, ooh, dropped wide open Just like the day, oh, like the day I heard  Father didnt give affection, no And the boy to the fact that mother didnt care King Jeremy, the wicked, oh, ruled his world  Jeremy spoke in class today Jeremy spoke in class today Jeremy spoke in class today  Try to forget this, try to forget this Try to erase this, try to forget this From the blackboard  Jeremy spoke in class today Jeremy spoke in class today  Jeremy spoke in, spoke in Jeremy spoke in, spoke in Jeremy spoke in class today ",PEARL JAM - JEREMY LYRICS
Pop," People say Im the life of the party Because I tell a joke or two Although I might be laughing loud and hearty Deep inside Im blue  So take a good look at my face Youll see my smile looks out of place If you look closer, its easy to trace The tracks of my tears I need you, need you  Since you left me if you see me with another girl Seeming like Im having fun Although she may be cute Shes just a substitute Because youre the permanent one  So take a good look at my face Youll see my smile looks out of place If you look closer, its easy to trace The tracks of my tears I need you, need you  Outside Im masquerading Inside my hope is fading Just a clown oh yeah Since you put me down My smile is my make up I wear since my break up with you  So take a good look at my face Youll see my smile looks out of place If you look closer, its easy to trace The tracks of my tears ",SMOKEY ROBINSON & THE MIRACLES - THE TRACKS OF MY TEARS LYRICS
Pop," Police Synchronicity Every Breath You Take Every breath you take  And every move you make  Every bond you break, every step you take  Ill be watching you   Every single day  And every word you say  Every game you play, every night you stay  Ill be watching you   Oh, cant you see  You belong to me?  How my poor heart aches   With every step you take  Every move you make  Every vow you break  Every smile you fake, every claim you stake  Ill be watching you   Since youve gone Ive been lost without a trace  I dream at night, I can only see your face  I look around, but its you I cant replace  I feel so cold, and I long for your embrace  I keep crying baby, baby please,   Oh, cant you see  You belong to me?  How my poor heart aches   With every step you take  Every move you make  Every vow you break  Every smile you fake, every claim you stake  Ill be watching you  Every move you make, every step you take  Ill be watching you  Ill be watching you ",POLICE - EVERY BREATH YOU TAKE LYRICS
Pop," Ive been holding out so long Ive been sleeping all alone Lord, I miss you  Ive been hanging on the phone Ive been sleeping all alone I want to kiss you  Well, Ive been haunted in my sleep Youve been starring in my dreams Lord, I miss you  Ive been waiting in the hall Been waiting on your call When the phone rings  Its just some friends of mine that say ""Hey, whats the matter man? Were gonna come around at twelve With some Puerto Rican girls thats just dyin to meet you""  ""Were gonna bring a case of wine Hey, lets go mess and fool around You know, like we used to""  Oh, everybody waits so long Oh baby, why you wait so long? Wont you come home, come home?  Ive been walking Central Park Singing after dark People think Im crazy  Stumbling on my feet Shuffling through the street Ask me people, ""Whats the matter with you boy?""  Sometimes I want to say to myself Sometimes I say  I wont miss you child  I guess Im lying to myself Its just you and no one else Lord, I wont keep you child  Youve been blotting out my mind Fooling on my time No, I wont miss you, baby, yeah  Lord, I miss you child Lord, I miss you child Lord, I miss you child ",THE ROLLING STONES - MISS YOU LYRICS
Pop," Early one mornin the sun was shinin I was layin in bed Wonderin if she changed at all If her hair was still red  Her folks they said our lives together Sure was gonna be rough They never did like Mamas homemade dress Papas bankbook wasnt big enough  And I was standin on the side of the road, rain fallin on my shoes Heading out for the East Coast Lord knows Ive paid some dues gettin through Tangled up in blue  She was married when we first met Soon to be divorced I helped her out of a jam, I guess But I used a little too much force  We drove that car as far as we could Abandoned it out West Split up on a dark sad night Both agreeing it was best  Then she turned around to look at me as I was walkin away I heard her say over my shoulder Well meet again someday on the avenue Tangled up in blue  I had a job in the great north woods Working as a cook for a spell But I never did like it all that much And one day the ax just fell  So I drifted down to New Orleans Where I was lucky to be employed Workin for a while on a fishin boat Right outside of Delacroix  But all the while I was alone, the past was close behind I seen a lot of women But she never escaped my mind, and I just grew Tangled up in blue  She was workin in a topless place And I stopped in for a beer I just kept lookin at the side of her face In the spotlight so clear  And later on when the crowd thinned out I was just about to do the same She was standing there in back of my chair Said to me, ""Dont I know your name?""  I muttered somethin underneath my breath She studied the lines on my face I must admit, felt a little uneasy When she bent down to tie the laces of my shoe Tangled up in blue  She lit a burner on the stove And offered me a pipe ""I thought youd never say hello,"" she said ""You look like the silent type""  Then she opened up a book of poems And handed it to me Written by an Italian poet From the thirteenth century  And every one of them words rang true And glowed like burnin coal Pourin off of every page Like it was written in my soul from me to you Tangled up in blue  I lived with them on Montague Street In a basement down the stairs There was music in the cafes at night And revolution in the air  Then he started into dealing with slaves And something inside of him died She had to sell everything she owned And froze up inside  And when it finally, the bottom fell out I became withdrawn The only thing I knew how to do Was to keep on keepin on like a bird that flew Tangled up in blue  So now Im goin back again I got to get to her somehow All the people we used to know Theyre an illusion to me now  Some are mathematicians Some are carpenters wives Dont know how it all got started I dont know what theyre doin with their lives  But me, Im still on the road headin for another joint We always did feel the same We just saw it from a different point of view Tangled up in blue ",BOB DYLAN - TANGLED UP IN BLUE LYRICS
